,index,userID,inTime,inLine,inStation,outTime,outLine,outStation,transfered_inTime,transfered_outTime,dayName,Day,temp,conditions,timecs
0,14495,501731973,2015-04-01 05:18:58,7,上海大学站,2015-04-01 06:01:00,7,静安寺,19138.0,21660.0,2,1,15.8,mist,2522.0
1,4381,501731973,2015-04-01 05:18:58,7,上海大学站,2015-04-01 06:01:00,7,静安寺,19138.0,21660.0,2,1,15.8,mist,2522.0
2,14825,2703430117,2015-04-01 06:13:52,7,上海大学站,2015-04-01 06:44:24,7,静安寺,22432.0,24264.0,2,1,15.8,mist,1832.0
3,4711,2703430117,2015-04-01 06:13:52,7,上海大学站,2015-04-01 06:44:24,7,静安寺,22432.0,24264.0,2,1,15.8,mist,1832.0
4,14758,2503342758,2015-04-01 06:15:01,7,上海大学站,2015-04-01 06:44:38,7,静安寺,22501.0,24278.0,2,1,15.8,mist,1777.0
5,4644,2503342758,2015-04-01 06:15:01,7,上海大学站,2015-04-01 06:44:38,7,静安寺,22501.0,24278.0,2,1,15.8,mist,1777.0
6,14976,3103288104,2015-04-01 06:15:00,7,上海大学站,2015-04-01 06:44:41,7,静安寺,22500.0,24281.0,2,1,15.8,mist,1781.0
7,4862,3103288104,2015-04-01 06:15:00,7,上海大学站,2015-04-01 06:44:41,7,静安寺,22500.0,24281.0,2,1,15.8,mist,1781.0
8,4736,2802935501,2015-04-01 06:15:01,7,上海大学站,2015-04-01 06:44:46,7,静安寺,22501.0,24286.0,2,1,15.8,mist,1785.0
9,14850,2802935501,2015-04-01 06:15:01,7,上海大学站,2015-04-01 06:44:46,7,静安寺,22501.0,24286.0,2,1,15.8,mist,1785.0
10,14556,2004362235,2015-04-01 06:14:52,7,上海大学站,2015-04-01 06:49:58,7,静安寺,22492.0,24598.0,2,1,15.8,mist,2106.0
11,4442,2004362235,2015-04-01 06:14:52,7,上海大学站,2015-04-01 06:49:58,7,静安寺,22492.0,24598.0,2,1,15.8,mist,2106.0
12,14923,3002571009,2015-04-01 06:24:49,7,上海大学站,2015-04-01 06:54:26,7,静安寺,23089.0,24866.0,2,1,15.8,mist,1777.0
13,4809,3002571009,2015-04-01 06:24:49,7,上海大学站,2015-04-01 06:54:26,7,静安寺,23089.0,24866.0,2,1,15.8,mist,1777.0
14,14802,2700965691,2015-04-01 06:23:14,7,上海大学站,2015-04-01 06:54:54,7,静安寺,22994.0,24894.0,2,1,15.8,mist,1900.0
15,4688,2700965691,2015-04-01 06:23:14,7,上海大学站,2015-04-01 06:54:54,7,静安寺,22994.0,24894.0,2,1,15.8,mist,1900.0
16,14710,2304499470,2015-04-01 06:22:33,7,上海大学站,2015-04-01 06:54:59,7,静安寺,22953.0,24899.0,2,1,15.8,mist,1946.0
17,14889,2903277824,2015-04-01 06:23:13,7,上海大学站,2015-04-01 06:54:59,7,静安寺,22993.0,24899.0,2,1,15.8,mist,1906.0
18,4596,2304499470,2015-04-01 06:22:33,7,上海大学站,2015-04-01 06:54:59,7,静安寺,22953.0,24899.0,2,1,15.8,mist,1946.0
19,4775,2903277824,2015-04-01 06:23:13,7,上海大学站,2015-04-01 06:54:59,7,静安寺,22993.0,24899.0,2,1,15.8,mist,1906.0
20,14512,701643214,2015-04-01 06:20:56,7,上海大学站,2015-04-01 06:55:35,7,静安寺,22856.0,24935.0,2,1,15.8,mist,2079.0
21,4398,701643214,2015-04-01 06:20:56,7,上海大学站,2015-04-01 06:55:35,7,静安寺,22856.0,24935.0,2,1,15.8,mist,2079.0
22,4836,3100495677,2015-04-01 06:24:19,7,上海大学站,2015-04-01 06:55:42,7,静安寺,23059.0,24942.0,2,1,15.8,mist,1883.0
23,14950,3100495677,2015-04-01 06:24:19,7,上海大学站,2015-04-01 06:55:42,7,静安寺,23059.0,24942.0,2,1,15.8,mist,1883.0
24,14683,2302479880,2015-04-01 06:24:24,7,上海大学站,2015-04-01 06:55:47,7,静安寺,23064.0,24947.0,2,1,15.8,mist,1883.0
25,4569,2302479880,2015-04-01 06:24:24,7,上海大学站,2015-04-01 06:55:47,7,静安寺,23064.0,24947.0,2,1,15.8,mist,1883.0
26,14866,2901213019,2015-04-01 06:35:43,7,上海大学站,2015-04-01 07:04:51,7,静安寺,23743.0,25491.0,2,1,15.8,mist,1748.0
27,4752,2901213019,2015-04-01 06:35:43,7,上海大学站,2015-04-01 07:04:51,7,静安寺,23743.0,25491.0,2,1,15.8,mist,1748.0
28,4667,2602602589,2015-04-01 06:30:02,7,上海大学站,2015-04-01 07:05:21,7,静安寺,23402.0,25521.0,2,1,15.8,mist,2119.0
29,14781,2602602589,2015-04-01 06:30:02,7,上海大学站,2015-04-01 07:05:21,7,静安寺,23402.0,25521.0,2,1,15.8,mist,2119.0
30,14541,2002458598,2015-04-01 06:36:06,7,上海大学站,2015-04-01 07:14:50,7,静安寺,23766.0,26090.0,2,1,15.8,mist,2324.0
31,4427,2002458598,2015-04-01 06:36:06,7,上海大学站,2015-04-01 07:14:50,7,静安寺,23766.0,26090.0,2,1,15.8,mist,2324.0
32,4618,2402863865,2015-04-01 06:44:28,7,上海大学站,2015-04-01 07:15:18,7,静安寺,24268.0,26118.0,2,1,15.8,mist,1850.0
33,14732,2402863865,2015-04-01 06:44:28,7,上海大学站,2015-04-01 07:15:18,7,静安寺,24268.0,26118.0,2,1,15.8,mist,1850.0
34,14792,2603422440,2015-04-01 06:48:12,7,上海大学站,2015-04-01 07:19:23,7,静安寺,24492.0,26363.0,2,1,15.8,mist,1871.0
35,4678,2603422440,2015-04-01 06:48:12,7,上海大学站,2015-04-01 07:19:23,7,静安寺,24492.0,26363.0,2,1,15.8,mist,1871.0
36,14581,2102176678,2015-04-01 06:47:22,7,上海大学站,2015-04-01 07:19:44,7,静安寺,24442.0,26384.0,2,1,15.8,mist,1942.0
37,4467,2102176678,2015-04-01 06:47:22,7,上海大学站,2015-04-01 07:19:44,7,静安寺,24442.0,26384.0,2,1,15.8,mist,1942.0
38,14865,2901155009,2015-04-01 06:46:00,7,上海大学站,2015-04-01 07:24:46,7,静安寺,24360.0,26686.0,2,1,15.8,mist,2326.0
39,4751,2901155009,2015-04-01 06:46:00,7,上海大学站,2015-04-01 07:24:46,7,静安寺,24360.0,26686.0,2,1,15.8,mist,2326.0
40,14978,3103343507,2015-04-01 06:48:14,7,上海大学站,2015-04-01 07:25:12,7,静安寺,24494.0,26712.0,2,1,15.8,mist,2218.0
41,4864,3103343507,2015-04-01 06:48:14,7,上海大学站,2015-04-01 07:25:12,7,静安寺,24494.0,26712.0,2,1,15.8,mist,2218.0
42,14909,3001711031,2015-04-01 06:49:46,7,上海大学站,2015-04-01 07:25:31,7,静安寺,24586.0,26731.0,2,1,15.8,mist,2145.0
43,14791,2603358324,2015-04-01 06:52:06,7,上海大学站,2015-04-01 07:25:31,7,静安寺,24726.0,26731.0,2,1,15.8,mist,2005.0
44,4795,3001711031,2015-04-01 06:49:46,7,上海大学站,2015-04-01 07:25:31,7,静安寺,24586.0,26731.0,2,1,15.8,mist,2145.0
45,4677,2603358324,2015-04-01 06:52:06,7,上海大学站,2015-04-01 07:25:31,7,静安寺,24726.0,26731.0,2,1,15.8,mist,2005.0
46,14768,2600618063,2015-04-01 06:56:41,7,上海大学站,2015-04-01 07:30:32,7,静安寺,25001.0,27032.0,2,1,15.8,mist,2031.0
47,4654,2600618063,2015-04-01 06:56:41,7,上海大学站,2015-04-01 07:30:32,7,静安寺,25001.0,27032.0,2,1,15.8,mist,2031.0
48,14711,2304499471,2015-04-01 07:01:58,7,上海大学站,2015-04-01 07:35:06,7,静安寺,25318.0,27306.0,2,1,15.8,mist,1988.0
49,4597,2304499471,2015-04-01 07:01:58,7,上海大学站,2015-04-01 07:35:06,7,静安寺,25318.0,27306.0,2,1,15.8,mist,1988.0
50,14970,3102692749,2015-04-01 07:04:00,7,上海大学站,2015-04-01 07:35:45,7,静安寺,25440.0,27345.0,2,1,15.8,mist,1905.0
51,4856,3102692749,2015-04-01 07:04:00,7,上海大学站,2015-04-01 07:35:45,7,静安寺,25440.0,27345.0,2,1,15.8,mist,1905.0
52,4756,2901760755,2015-04-01 07:04:39,7,上海大学站,2015-04-01 07:36:14,7,静安寺,25479.0,27374.0,2,1,15.8,mist,1895.0
53,14870,2901760755,2015-04-01 07:04:39,7,上海大学站,2015-04-01 07:36:14,7,静安寺,25479.0,27374.0,2,1,15.8,mist,1895.0
54,14645,2203427766,2015-04-01 07:10:48,7,上海大学站,2015-04-01 07:40:25,7,静安寺,25848.0,27625.0,2,1,15.8,mist,1777.0
55,4531,2203427766,2015-04-01 07:10:48,7,上海大学站,2015-04-01 07:40:25,7,静安寺,25848.0,27625.0,2,1,15.8,mist,1777.0
56,4466,2102151160,2015-04-01 07:12:43,7,上海大学站,2015-04-01 07:45:48,7,静安寺,25963.0,27948.0,2,1,15.8,mist,1985.0
57,14580,2102151160,2015-04-01 07:12:43,7,上海大学站,2015-04-01 07:45:48,7,静安寺,25963.0,27948.0,2,1,15.8,mist,1985.0
58,4412,761156487,2015-04-01 07:11:29,7,上海大学站,2015-04-01 07:46:12,7,静安寺,25889.0,27972.0,2,1,15.8,mist,2083.0
59,14526,761156487,2015-04-01 07:11:29,7,上海大学站,2015-04-01 07:46:12,7,静安寺,25889.0,27972.0,2,1,15.8,mist,2083.0
60,4728,2802006681,2015-04-01 07:11:32,7,上海大学站,2015-04-01 07:49:58,7,静安寺,25892.0,28198.0,2,1,15.8,mist,2306.0
61,14842,2802006681,2015-04-01 07:11:32,7,上海大学站,2015-04-01 07:49:58,7,静安寺,25892.0,28198.0,2,1,15.8,mist,2306.0
62,4592,2304446605,2015-04-01 07:15:44,7,上海大学站,2015-04-01 07:51:37,7,静安寺,26144.0,28297.0,2,1,15.8,mist,2153.0
63,14706,2304446605,2015-04-01 07:15:44,7,上海大学站,2015-04-01 07:51:37,7,静安寺,26144.0,28297.0,2,1,15.8,mist,2153.0
64,4575,2303201401,2015-04-01 07:19:14,7,上海大学站,2015-04-01 07:52:46,7,静安寺,26354.0,28366.0,2,1,15.8,mist,2012.0
65,14689,2303201401,2015-04-01 07:19:14,7,上海大学站,2015-04-01 07:52:46,7,静安寺,26354.0,28366.0,2,1,15.8,mist,2012.0
66,4455,2004635670,2015-04-01 07:20:50,7,上海大学站,2015-04-01 07:55:16,7,静安寺,26450.0,28516.0,2,1,15.8,mist,2066.0
67,14569,2004635670,2015-04-01 07:20:50,7,上海大学站,2015-04-01 07:55:16,7,静安寺,26450.0,28516.0,2,1,15.8,mist,2066.0
68,4476,2103642445,2015-04-01 07:22:17,7,上海大学站,2015-04-01 07:55:26,7,静安寺,26537.0,28526.0,2,1,15.8,mist,1989.0
69,14590,2103642445,2015-04-01 07:22:17,7,上海大学站,2015-04-01 07:55:26,7,静安寺,26537.0,28526.0,2,1,15.8,mist,1989.0
70,4714,2800070218,2015-04-01 07:22:34,7,上海大学站,2015-04-01 07:56:38,7,静安寺,26554.0,28598.0,2,1,15.8,mist,2044.0
71,14828,2800070218,2015-04-01 07:22:34,7,上海大学站,2015-04-01 07:56:38,7,静安寺,26554.0,28598.0,2,1,15.8,mist,2044.0
72,14546,2003404457,2015-04-01 07:22:30,7,上海大学站,2015-04-01 07:56:41,7,静安寺,26550.0,28601.0,2,1,15.8,mist,2051.0
73,4432,2003404457,2015-04-01 07:22:30,7,上海大学站,2015-04-01 07:56:41,7,静安寺,26550.0,28601.0,2,1,15.8,mist,2051.0
74,4664,2602461931,2015-04-01 07:29:33,7,上海大学站,2015-04-01 08:00:15,7,静安寺,26973.0,28815.0,2,1,20.1,Few clouds,1842.0
75,14778,2602461931,2015-04-01 07:29:33,7,上海大学站,2015-04-01 08:00:15,7,静安寺,26973.0,28815.0,2,1,20.1,Few clouds,1842.0
76,14565,2004453835,2015-04-01 07:27:26,7,上海大学站,2015-04-01 08:00:25,7,静安寺,26846.0,28825.0,2,1,20.1,Few clouds,1979.0
77,4451,2004453835,2015-04-01 07:27:26,7,上海大学站,2015-04-01 08:00:25,7,静安寺,26846.0,28825.0,2,1,20.1,Few clouds,1979.0
78,4542,2203865854,2015-04-01 07:28:38,7,上海大学站,2015-04-01 08:00:43,7,静安寺,26918.0,28843.0,2,1,20.1,Few clouds,1925.0
79,14656,2203865854,2015-04-01 07:28:38,7,上海大学站,2015-04-01 08:00:43,7,静安寺,26918.0,28843.0,2,1,20.1,Few clouds,1925.0
80,4571,2303047348,2015-04-01 07:27:11,7,上海大学站,2015-04-01 08:03:36,7,静安寺,26831.0,29016.0,2,1,20.1,Few clouds,2185.0
81,14685,2303047348,2015-04-01 07:27:11,7,上海大学站,2015-04-01 08:03:36,7,静安寺,26831.0,29016.0,2,1,20.1,Few clouds,2185.0
82,14722,2402037517,2015-04-01 07:32:10,7,上海大学站,2015-04-01 08:04:13,7,静安寺,27130.0,29053.0,2,1,20.1,Few clouds,1923.0
83,4608,2402037517,2015-04-01 07:32:10,7,上海大学站,2015-04-01 08:04:13,7,静安寺,27130.0,29053.0,2,1,20.1,Few clouds,1923.0
84,14815,2702736132,2015-04-01 07:30:37,7,上海大学站,2015-04-01 08:04:36,7,静安寺,27037.0,29076.0,2,1,20.1,Few clouds,2039.0
85,4701,2702736132,2015-04-01 07:30:37,7,上海大学站,2015-04-01 08:04:36,7,静安寺,27037.0,29076.0,2,1,20.1,Few clouds,2039.0
86,14826,2703450044,2015-04-01 07:34:31,7,上海大学站,2015-04-01 08:05:57,7,静安寺,27271.0,29157.0,2,1,20.1,Few clouds,1886.0
87,14987,3600276451,2015-04-01 07:34:16,7,上海大学站,2015-04-01 08:05:57,7,静安寺,27256.0,29157.0,2,1,20.1,Few clouds,1901.0
88,4712,2703450044,2015-04-01 07:34:31,7,上海大学站,2015-04-01 08:05:57,7,静安寺,27271.0,29157.0,2,1,20.1,Few clouds,1886.0
89,4873,3600276451,2015-04-01 07:34:16,7,上海大学站,2015-04-01 08:05:57,7,静安寺,27256.0,29157.0,2,1,20.1,Few clouds,1901.0
90,4473,2102739205,2015-04-01 07:36:40,7,上海大学站,2015-04-01 08:06:07,7,静安寺,27400.0,29167.0,2,1,20.1,Few clouds,1767.0
91,14587,2102739205,2015-04-01 07:36:40,7,上海大学站,2015-04-01 08:06:07,7,静安寺,27400.0,29167.0,2,1,20.1,Few clouds,1767.0
92,14642,2202805972,2015-04-01 07:36:51,7,上海大学站,2015-04-01 08:06:14,7,静安寺,27411.0,29174.0,2,1,20.1,Few clouds,1763.0
93,4528,2202805972,2015-04-01 07:36:51,7,上海大学站,2015-04-01 08:06:14,7,静安寺,27411.0,29174.0,2,1,20.1,Few clouds,1763.0
94,4426,2002320720,2015-04-01 07:36:31,7,上海大学站,2015-04-01 08:06:20,7,静安寺,27391.0,29180.0,2,1,20.1,Few clouds,1789.0
95,4490,2104138618,2015-04-01 07:35:52,7,上海大学站,2015-04-01 08:06:20,7,静安寺,27352.0,29180.0,2,1,20.1,Few clouds,1828.0
96,14540,2002320720,2015-04-01 07:36:31,7,上海大学站,2015-04-01 08:06:20,7,静安寺,27391.0,29180.0,2,1,20.1,Few clouds,1789.0
97,14604,2104138618,2015-04-01 07:35:52,7,上海大学站,2015-04-01 08:06:20,7,静安寺,27352.0,29180.0,2,1,20.1,Few clouds,1828.0
98,14780,2602581701,2015-04-01 07:34:53,7,上海大学站,2015-04-01 08:07:02,7,静安寺,27293.0,29222.0,2,1,20.1,Few clouds,1929.0
99,4666,2602581701,2015-04-01 07:34:53,7,上海大学站,2015-04-01 08:07:02,7,静安寺,27293.0,29222.0,2,1,20.1,Few clouds,1929.0
100,4863,3103343469,2015-04-01 07:37:59,7,上海大学站,2015-04-01 08:08:57,7,静安寺,27479.0,29337.0,2,1,20.1,Few clouds,1858.0
101,14977,3103343469,2015-04-01 07:37:59,7,上海大学站,2015-04-01 08:08:57,7,静安寺,27479.0,29337.0,2,1,20.1,Few clouds,1858.0
102,14465,1879326,2015-04-01 07:37:29,7,上海大学站,2015-04-01 08:09:04,7,静安寺,27449.0,29344.0,2,1,20.1,Few clouds,1895.0
103,4428,2002612057,2015-04-01 07:37:00,7,上海大学站,2015-04-01 08:09:10,7,静安寺,27420.0,29350.0,2,1,20.1,Few clouds,1930.0
104,14542,2002612057,2015-04-01 07:37:00,7,上海大学站,2015-04-01 08:09:10,7,静安寺,27420.0,29350.0,2,1,20.1,Few clouds,1930.0
105,14745,2501916938,2015-04-01 07:37:08,7,上海大学站,2015-04-01 08:09:12,7,静安寺,27428.0,29352.0,2,1,20.1,Few clouds,1924.0
106,4631,2501916938,2015-04-01 07:37:08,7,上海大学站,2015-04-01 08:09:12,7,静安寺,27428.0,29352.0,2,1,20.1,Few clouds,1924.0
107,4417,2001198195,2015-04-01 07:39:02,7,上海大学站,2015-04-01 08:11:20,7,静安寺,27542.0,29480.0,2,1,20.1,Few clouds,1938.0
108,14531,2001198195,2015-04-01 07:39:02,7,上海大学站,2015-04-01 08:11:20,7,静安寺,27542.0,29480.0,2,1,20.1,Few clouds,1938.0
109,14509,700906021,2015-04-01 07:39:30,7,上海大学站,2015-04-01 08:11:23,7,静安寺,27570.0,29483.0,2,1,20.1,Few clouds,1913.0
110,4395,700906021,2015-04-01 07:39:30,7,上海大学站,2015-04-01 08:11:23,7,静安寺,27570.0,29483.0,2,1,20.1,Few clouds,1913.0
111,14536,2001793184,2015-04-01 07:41:26,7,上海大学站,2015-04-01 08:12:42,7,静安寺,27686.0,29562.0,2,1,20.1,Few clouds,1876.0
112,4422,2001793184,2015-04-01 07:41:26,7,上海大学站,2015-04-01 08:12:42,7,静安寺,27686.0,29562.0,2,1,20.1,Few clouds,1876.0
113,14756,2503121527,2015-04-01 07:41:10,7,上海大学站,2015-04-01 08:12:43,7,静安寺,27670.0,29563.0,2,1,20.1,Few clouds,1893.0
114,4642,2503121527,2015-04-01 07:41:10,7,上海大学站,2015-04-01 08:12:43,7,静安寺,27670.0,29563.0,2,1,20.1,Few clouds,1893.0
115,4585,2303801477,2015-04-01 07:42:10,7,上海大学站,2015-04-01 08:12:46,7,静安寺,27730.0,29566.0,2,1,20.1,Few clouds,1836.0
116,14699,2303801477,2015-04-01 07:42:10,7,上海大学站,2015-04-01 08:12:46,7,静安寺,27730.0,29566.0,2,1,20.1,Few clouds,1836.0
117,14574,2101129081,2015-04-01 07:28:14,7,上海大学站,2015-04-01 08:12:54,7,静安寺,26894.0,29574.0,2,1,20.1,Few clouds,2680.0
118,4460,2101129081,2015-04-01 07:28:14,7,上海大学站,2015-04-01 08:12:54,7,静安寺,26894.0,29574.0,2,1,20.1,Few clouds,2680.0
119,14783,2602678517,2015-04-01 07:40:40,7,上海大学站,2015-04-01 08:12:58,7,静安寺,27640.0,29578.0,2,1,20.1,Few clouds,1938.0
120,4669,2602678517,2015-04-01 07:40:40,7,上海大学站,2015-04-01 08:12:58,7,静安寺,27640.0,29578.0,2,1,20.1,Few clouds,1938.0
121,14513,740409306,2015-04-01 07:29:01,7,上海大学站,2015-04-01 08:13:09,7,静安寺,26941.0,29589.0,2,1,20.1,Few clouds,2648.0
122,4399,740409306,2015-04-01 07:29:01,7,上海大学站,2015-04-01 08:13:09,7,静安寺,26941.0,29589.0,2,1,20.1,Few clouds,2648.0
123,4773,2903016422,2015-04-01 07:43:21,7,上海大学站,2015-04-01 08:15:16,7,静安寺,27801.0,29716.0,2,1,20.1,Few clouds,1915.0
124,14887,2903016422,2015-04-01 07:43:21,7,上海大学站,2015-04-01 08:15:16,7,静安寺,27801.0,29716.0,2,1,20.1,Few clouds,1915.0
125,14896,3000174907,2015-04-01 07:43:20,7,上海大学站,2015-04-01 08:15:38,7,静安寺,27800.0,29738.0,2,1,20.1,Few clouds,1938.0
126,4782,3000174907,2015-04-01 07:43:20,7,上海大学站,2015-04-01 08:15:38,7,静安寺,27800.0,29738.0,2,1,20.1,Few clouds,1938.0
127,14720,2401835652,2015-04-01 07:43:58,7,上海大学站,2015-04-01 08:15:45,7,静安寺,27838.0,29745.0,2,1,20.1,Few clouds,1907.0
128,4606,2401835652,2015-04-01 07:43:58,7,上海大学站,2015-04-01 08:15:45,7,静安寺,27838.0,29745.0,2,1,20.1,Few clouds,1907.0
129,14726,2402444805,2015-04-01 07:45:51,7,上海大学站,2015-04-01 08:16:09,7,静安寺,27951.0,29769.0,2,1,20.1,Few clouds,1818.0
130,4612,2402444805,2015-04-01 07:45:51,7,上海大学站,2015-04-01 08:16:09,7,静安寺,27951.0,29769.0,2,1,20.1,Few clouds,1818.0
131,4530,2203419636,2015-04-01 07:44:09,7,上海大学站,2015-04-01 08:16:10,7,静安寺,27849.0,29770.0,2,1,20.1,Few clouds,1921.0
132,14644,2203419636,2015-04-01 07:44:09,7,上海大学站,2015-04-01 08:16:10,7,静安寺,27849.0,29770.0,2,1,20.1,Few clouds,1921.0
133,4360,102361803,2015-04-01 07:45:33,7,上海大学站,2015-04-01 08:16:38,7,静安寺,27933.0,29798.0,2,1,20.1,Few clouds,1865.0
134,14474,102361803,2015-04-01 07:45:33,7,上海大学站,2015-04-01 08:16:38,7,静安寺,27933.0,29798.0,2,1,20.1,Few clouds,1865.0
135,14814,2702688800,2015-04-01 07:43:38,7,上海大学站,2015-04-01 08:17:03,7,静安寺,27818.0,29823.0,2,1,20.1,Few clouds,2005.0
136,4700,2702688800,2015-04-01 07:43:38,7,上海大学站,2015-04-01 08:17:03,7,静安寺,27818.0,29823.0,2,1,20.1,Few clouds,2005.0
137,14585,2102645683,2015-04-01 07:45:19,7,上海大学站,2015-04-01 08:19:18,7,静安寺,27919.0,29958.0,2,1,20.1,Few clouds,2039.0
138,4471,2102645683,2015-04-01 07:45:19,7,上海大学站,2015-04-01 08:19:18,7,静安寺,27919.0,29958.0,2,1,20.1,Few clouds,2039.0
139,14991,3800295931,2015-04-01 07:46:21,7,上海大学站,2015-04-01 08:19:31,7,静安寺,27981.0,29971.0,2,1,20.1,Few clouds,1990.0
140,4877,3800295931,2015-04-01 07:46:21,7,上海大学站,2015-04-01 08:19:31,7,静安寺,27981.0,29971.0,2,1,20.1,Few clouds,1990.0
141,14646,2203533810,2015-04-01 07:46:18,7,上海大学站,2015-04-01 08:19:44,7,静安寺,27978.0,29984.0,2,1,20.1,Few clouds,2006.0
142,4532,2203533810,2015-04-01 07:46:18,7,上海大学站,2015-04-01 08:19:44,7,静安寺,27978.0,29984.0,2,1,20.1,Few clouds,2006.0
143,14744,2501522278,2015-04-01 07:46:20,7,上海大学站,2015-04-01 08:19:45,7,静安寺,27980.0,29985.0,2,1,20.1,Few clouds,2005.0
144,4630,2501522278,2015-04-01 07:46:20,7,上海大学站,2015-04-01 08:19:45,7,静安寺,27980.0,29985.0,2,1,20.1,Few clouds,2005.0
145,4540,2203786934,2015-04-01 07:46:22,7,上海大学站,2015-04-01 08:19:49,7,静安寺,27982.0,29989.0,2,1,20.1,Few clouds,2007.0
146,14832,2800393491,2015-04-01 07:48:46,7,上海大学站,2015-04-01 08:19:49,7,静安寺,28126.0,29989.0,2,1,20.1,Few clouds,1863.0
147,4718,2800393491,2015-04-01 07:48:46,7,上海大学站,2015-04-01 08:19:49,7,静安寺,28126.0,29989.0,2,1,20.1,Few clouds,1863.0
148,14654,2203786934,2015-04-01 07:46:22,7,上海大学站,2015-04-01 08:19:49,7,静安寺,27982.0,29989.0,2,1,20.1,Few clouds,2007.0
149,4527,2202714611,2015-04-01 07:48:40,7,上海大学站,2015-04-01 08:20:07,7,静安寺,28120.0,30007.0,2,1,20.1,Few clouds,1887.0
150,14641,2202714611,2015-04-01 07:48:40,7,上海大学站,2015-04-01 08:20:07,7,静安寺,28120.0,30007.0,2,1,20.1,Few clouds,1887.0
151,14951,3100579628,2015-04-01 07:47:02,7,上海大学站,2015-04-01 08:20:38,7,静安寺,28022.0,30038.0,2,1,20.1,Few clouds,2016.0
152,4837,3100579628,2015-04-01 07:47:02,7,上海大学站,2015-04-01 08:20:38,7,静安寺,28022.0,30038.0,2,1,20.1,Few clouds,2016.0
153,14725,2402267707,2015-04-01 07:43:32,7,上海大学站,2015-04-01 08:21:18,7,静安寺,27812.0,30078.0,2,1,20.1,Few clouds,2266.0
154,4611,2402267707,2015-04-01 07:43:32,7,上海大学站,2015-04-01 08:21:18,7,静安寺,27812.0,30078.0,2,1,20.1,Few clouds,2266.0
155,4543,2203889839,2015-04-01 07:51:43,7,上海大学站,2015-04-01 08:22:19,7,静安寺,28303.0,30139.0,2,1,20.1,Few clouds,1836.0
156,14657,2203889839,2015-04-01 07:51:43,7,上海大学站,2015-04-01 08:22:19,7,静安寺,28303.0,30139.0,2,1,20.1,Few clouds,1836.0
157,4385,502472742,2015-04-01 07:50:30,7,上海大学站,2015-04-01 08:22:43,7,静安寺,28230.0,30163.0,2,1,20.1,Few clouds,1933.0
158,14499,502472742,2015-04-01 07:50:30,7,上海大学站,2015-04-01 08:22:43,7,静安寺,28230.0,30163.0,2,1,20.1,Few clouds,1933.0
159,4568,2302469515,2015-04-01 07:50:14,7,上海大学站,2015-04-01 08:22:51,7,静安寺,28214.0,30171.0,2,1,20.1,Few clouds,1957.0
160,14682,2302469515,2015-04-01 07:50:14,7,上海大学站,2015-04-01 08:22:51,7,静安寺,28214.0,30171.0,2,1,20.1,Few clouds,1957.0
161,4518,2201738574,2015-04-01 07:50:55,7,上海大学站,2015-04-01 08:23:16,7,静安寺,28255.0,30196.0,2,1,20.1,Few clouds,1941.0
162,14632,2201738574,2015-04-01 07:50:55,7,上海大学站,2015-04-01 08:23:16,7,静安寺,28255.0,30196.0,2,1,20.1,Few clouds,1941.0
163,4682,2603836662,2015-04-01 07:50:20,7,上海大学站,2015-04-01 08:23:17,7,静安寺,28220.0,30197.0,2,1,20.1,Few clouds,1977.0
164,14796,2603836662,2015-04-01 07:50:20,7,上海大学站,2015-04-01 08:23:17,7,静安寺,28220.0,30197.0,2,1,20.1,Few clouds,1977.0
165,14593,2103732219,2015-04-01 07:51:35,7,上海大学站,2015-04-01 08:23:29,7,静安寺,28295.0,30209.0,2,1,20.1,Few clouds,1914.0
166,4479,2103732219,2015-04-01 07:51:35,7,上海大学站,2015-04-01 08:23:29,7,静安寺,28295.0,30209.0,2,1,20.1,Few clouds,1914.0
167,4879,3850023928,2015-04-01 07:44:34,7,上海大学站,2015-04-01 08:23:34,7,静安寺,27874.0,30214.0,2,1,20.1,Few clouds,2340.0
168,4848,3101955493,2015-04-01 07:54:13,7,上海大学站,2015-04-01 08:25:24,7,静安寺,28453.0,30324.0,2,1,20.1,Few clouds,1871.0
169,14962,3101955493,2015-04-01 07:54:13,7,上海大学站,2015-04-01 08:25:24,7,静安寺,28453.0,30324.0,2,1,20.1,Few clouds,1871.0
170,4720,2800637722,2015-04-01 07:53:06,7,上海大学站,2015-04-01 08:25:30,7,静安寺,28386.0,30330.0,2,1,20.1,Few clouds,1944.0
171,14834,2800637722,2015-04-01 07:53:06,7,上海大学站,2015-04-01 08:25:30,7,静安寺,28386.0,30330.0,2,1,20.1,Few clouds,1944.0
172,14895,2903854867,2015-04-01 07:51:21,7,上海大学站,2015-04-01 08:25:34,7,静安寺,28281.0,30334.0,2,1,20.1,Few clouds,2053.0
173,4781,2903854867,2015-04-01 07:51:21,7,上海大学站,2015-04-01 08:25:34,7,静安寺,28281.0,30334.0,2,1,20.1,Few clouds,2053.0
174,14838,2801318900,2015-04-01 07:53:47,7,上海大学站,2015-04-01 08:26:02,7,静安寺,28427.0,30362.0,2,1,20.1,Few clouds,1935.0
175,4724,2801318900,2015-04-01 07:53:47,7,上海大学站,2015-04-01 08:26:02,7,静安寺,28427.0,30362.0,2,1,20.1,Few clouds,1935.0
176,14884,2902931278,2015-04-01 07:53:47,7,上海大学站,2015-04-01 08:26:04,7,静安寺,28427.0,30364.0,2,1,20.1,Few clouds,1937.0
